file	line	receiver	name	signature
bytecode.go	12155	(sc redLifeAdd)	Run	func (sc redLifeAdd) Run(c *Char, _ []int32)
bytecode.go	12181	(sc redLifeSet)	Run	func (sc redLifeSet) Run(c *Char, _ []int32)
bytecode.go	12207	(sc remapSprite)	Run	func (sc remapSprite) Run(c *Char, _ []int32)
bytecode.go	12256	(sc roundTimeAdd)	Run	func (sc roundTimeAdd) Run(c *Char, _ []int32)
bytecode.go	12276	(sc roundTimeSet)	Run	func (sc roundTimeSet) Run(c *Char, _ []int32)
bytecode.go	12299	(sc saveFile)	Run	func (sc saveFile) Run(c *Char, _ []int32)
bytecode.go	12382	(sc loadFile)	Run	func (sc loadFile) Run(c *Char, _ []int32)
bytecode.go	12500	(sc saveState)	Run	func (sc saveState) Run(c *Char, _ []int32)
bytecode.go	12519	(sc scoreAdd)	Run	func (sc scoreAdd) Run(c *Char, _ []int32)
bytecode.go	12544	(sc shaderSet)	Run	func (sc shaderSet) Run(c *Char, _ []int32)
bytecode.go	12580	(sc storyboard)	Run	func (sc storyboard) Run(c *Char, _ []int32)
bytecode.go	12619	(sc modifyBGCtrl)	Run	func (sc modifyBGCtrl) Run(c *Char, _ []int32)
bytecode.go	12735	(sc modifyBGCtrl3d)	Run	func (sc modifyBGCtrl3d) Run(c *Char, _ []int32)
bytecode.go	12777	(sc modifyBgm)	Run	func (sc modifyBgm) Run(c *Char, _ []int32)
bytecode.go	12856	(sc modifySnd)	Run	func (sc modifySnd) Run(c *Char, _ []int32)
bytecode.go	13009	(sc playBgm)	Run	func (sc playBgm) Run(c *Char, _ []int32)
bytecode.go	13087	(sc targetDizzyPointsAdd)	Run	func (sc targetDizzyPointsAdd) Run(c *Char, _ []int32)
bytecode.go	13126	(sc targetGuardPointsAdd)	Run	func (sc targetGuardPointsAdd) Run(c *Char, _ []int32)
bytecode.go	13165	(sc targetRedLifeAdd)	Run	func (sc targetRedLifeAdd) Run(c *Char, _ []int32)
bytecode.go	13207	(sc targetScoreAdd)	Run	func (sc targetScoreAdd) Run(c *Char, _ []int32)
bytecode.go	13265	(sc text)	Run	func (sc text) Run(c *Char, _ []int32)
bytecode.go	13446	(sc modifyText)	Run	func (sc modifyText) Run(c *Char, _ []int32)
bytecode.go	13705	(sc removeText)	Run	func (sc removeText) Run(c *Char, _ []int32)
bytecode.go	13743	(sc createPlatform)	Run	func (sc createPlatform) Run(c *Char, _ []int32)
bytecode.go	13877	(sc modifyStageVar)	Run	func (sc modifyStageVar) Run(c *Char, _ []int32)
bytecode.go	14121	(sc cameraCtrl)	Run	func (sc cameraCtrl) Run(c *Char, _ []int32)
bytecode.go	14152	(sc height)	Run	func (sc height) Run(c *Char, _ []int32)
bytecode.go	14184	(sc depth)	Run	func (sc depth) Run(c *Char, _ []int32)
bytecode.go	14250	(sc modifyPlayer)	Run	func (sc modifyPlayer) Run(c *Char, _ []int32)
bytecode.go	14409	(sc getHitVarSet)	Run	func (sc getHitVarSet) Run(c *Char, _ []int32)
bytecode.go	14522	(sc groundLevelOffset)	Run	func (sc groundLevelOffset) Run(c *Char, _ []int32)
bytecode.go	14547	(sc targetAdd)	Run	func (sc targetAdd) Run(c *Char, _ []int32)
bytecode.go	14575	(sc transformClsn)	Run	func (sc transformClsn) Run(c *Char, _ []int32)
bytecode.go	14607	(sc transformSprite)	Run	func (sc transformSprite) Run(c *Char, _ []int32)
bytecode.go	14657	(sc modifyStageBG)	Run	func (sc modifyStageBG) Run(c *Char, _ []int32)
bytecode.go	14827	(sc modifyShadow)	Run	func (sc modifyShadow) Run(c *Char, _ []int32)
bytecode.go	14920	(sc modifyReflection)	Run	func (sc modifyReflection) Run(c *Char, _ []int32)
bytecode.go	14998	(sc shiftInput)	Run	func (sc shiftInput) Run(c *Char, _ []int32)
bytecode.go	15047	(sc overrideClsn)	Run	func (sc overrideClsn) Run(c *Char, _ []int32)
bytecode.go	15102	(sc mapReset)	Run	func (sc mapReset) Run(c *Char, _ []int32)
bytecode.go	15136		newStateBytecode	func newStateBytecode(pn int)
bytecode.go	15147	(sb *StateBytecode)	init	func (sb *StateBytecode) init(c *Char)
bytecode.go	15178	(sb *StateBytecode)	run	func (sb *StateBytecode) run(c *Char)
camera.go	67		newStageCamera	func newStageCamera()
camera.go	104		newCamera	func newCamera()
camera.go	112	(c *Camera)	Reset	func (c *Camera) Reset()
camera.go	184	(c *Camera)	Init	func (c *Camera) Init()
camera.go	201	(c *Camera)	ResetTracking	func (c *Camera) ResetTracking()
camera.go	210	(c *Camera)	setScreenPos	func (c *Camera) setScreenPos(x, y, scl float32)
camera.go	222	(c *Camera)	SaveRestoreTracking	func (c *Camera) SaveRestoreTracking()
camera.go	248	(c *Camera)	Update	func (c *Camera) Update(scl, x, y float32)
camera.go	257	(c *Camera)	ScaleBound	func (c *Camera) ScaleBound(scl, sclmul float32)
camera.go	269	(c *Camera)	XBound	func (c *Camera) XBound(scl, x float32)
camera.go	275	(c *Camera)	BaseScale	func (c *Camera) BaseScale()
camera.go	279	(c *Camera)	GroundLevel	func (c *Camera) GroundLevel()
camera.go	283	(c *Camera)	action	func (c *Camera) action(x, y, scale float32, pause bool)
camera.go	513	(c *Camera)	reduceZoomSpeed	func (c *Camera) reduceZoomSpeed(newLeft float32, newRight float32, newScale float32, oldLeft float32, oldRight float32, oldScale float32)
camera.go	552	(c *Camera)	keepScreenEdge	func (c *Camera) keepScreenEdge(left float32, right float32)
camera.go	568	(c *Camera)	keepStageEdge	func (c *Camera) keepStageEdge(left float32, right float32)
camera.go	580	(c *Camera)	hardLimit	func (c *Camera) hardLimit(left float32, right float32)
camera.go	587	(c *Camera)	reduceYScrollSpeed	func (c *Camera) reduceYScrollSpeed(newY float32, oldY float32)
camera.go	598	(c *Camera)	boundY	func (c *Camera) boundY(y float32, scale float32)
char.go	181	(dc *DebugClsn)	Add	func (dc *DebugClsn) Add(clsn [][4]float32, x, y, xs, ys, angle float32)
char.go	207	(dc *DebugClsn)	draw	func (dc *DebugClsn) draw(color uint32, blendAlpha [2]int32)
char.go	288	(cd *CharData)	init	func (cd *CharData) init()
char.go	350	(cs *CharSize)	init	func (cs *CharSize) init()
char.go	436	(cv *CharVelocity)	init	func (cv *CharVelocity) init()
char.go	497	(cm *CharMovement)	init	func (cm *CharMovement) init()
char.go	680	(hd *HitDef)	reset	func (hd *HitDef) reset(c *Char, proj *Projectile)
char.go	828	(hd *HitDef)	finalizeParams	func (hd *HitDef) finalizeParams(c *Char, proj *Projectile)
char.go	1016	(hd *HitDef)	updateStateType	func (hd *HitDef) updateStateType(stateType StateType)
char.go	1022	(hd *HitDef)	testAttr	func (hd *HitDef) testAttr(attr int32)
char.go	1027	(hd *HitDef)	testReversalAttr	func (hd *HitDef) testReversalAttr(attr int32)
char.go	1115	(ghv *GetHitVar)	reset	func (ghv *GetHitVar) reset(c *Char)
char.go	1148	(ghv *GetHitVar)	selectiveReset	func (ghv *GetHitVar) selectiveReset(c *Char)
char.go	1190	(ghv *GetHitVar)	clearOff	func (ghv *GetHitVar) clearOff()
char.go	1194	(ghv GetHitVar)	chainId	func (ghv GetHitVar) chainId()
char.go	1201	(ghv GetHitVar)	idMatch	func (ghv GetHitVar) idMatch(id int32)
char.go	1210	(ghv GetHitVar)	getJuggle	func (ghv GetHitVar) getJuggle(id, defaultJuggle int32)
char.go	1219	(ghv *GetHitVar)	dropPlayerId	func (ghv *GetHitVar) dropPlayerId(id int32)
char.go	1228	(ghv *GetHitVar)	addId	func (ghv *GetHitVar) addId(id, juggle int32)
char.go	1235	(ghv *GetHitVar)	testAttr	func (ghv *GetHitVar) testAttr(attr int32)
char.go	1249	(hb *HitBy)	clear	func (hb *HitBy) clear()
char.go	1265	(ho *HitOverride)	clear	func (ho *HitOverride) clear()
char.go	1279	(mhv *MoveHitVar)	clear	func (mhv *MoveHitVar) clear()
char.go	1316		newAfterImage	func newAfterImage()
char.go	1359	(ai *AfterImage)	setPalColor	func (ai *AfterImage) setPalColor(color int32)
char.go	1365	(ai *AfterImage)	setPalHueShift	func (ai *AfterImage) setPalHueShift(huesh int32)
char.go	1371	(ai *AfterImage)	setPalInvertall	func (ai *AfterImage) setPalInvertall(invertall bool)
char.go	1377	(ai *AfterImage)	setPalInvertblend	func (ai *AfterImage) setPalInvertblend(invertblend int32)
char.go	1383	(ai *AfterImage)	setPalBrightR	func (ai *AfterImage) setPalBrightR(addr int32)
char.go	1389	(ai *AfterImage)	setPalBrightG	func (ai *AfterImage) setPalBrightG(addg int32)
char.go	1395	(ai *AfterImage)	setPalBrightB	func (ai *AfterImage) setPalBrightB(addb int32)
char.go	1401	(ai *AfterImage)	setPalContrastR	func (ai *AfterImage) setPalContrastR(mulr int32)
char.go	1407	(ai *AfterImage)	setPalContrastG	func (ai *AfterImage) setPalContrastG(mulg int32)
char.go	1413	(ai *AfterImage)	setPalContrastB	func (ai *AfterImage) setPalContrastB(mulb int32)
char.go	1420	(ai *AfterImage)	setup	func (ai *AfterImage) setup(c *Char)
char.go	1484	(ai *AfterImage)	recAfterImg	func (ai *AfterImage) recAfterImg(sd *SpriteData, hitpause bool)
char.go	1534	(ai *AfterImage)	isActive	func (ai *AfterImage) isActive()
char.go	1543	(ai *AfterImage)	recAndCue	func (ai *AfterImage) recAndCue(sd *SpriteData, playerNo int, rec bool, hitpause bool)
char.go	1678		newExplod	func newExplod()
char.go	1682	(e *Explod)	clear	func (e *Explod) clear()
char.go	1687	(e *Explod)	initFromChar	func (e *Explod) initFromChar(c *Char)
char.go	1734	(e *Explod)	setAllPosX	func (e *Explod) setAllPosX(x float32)
char.go	1738	(e *Explod)	setAllPosY	func (e *Explod) setAllPosY(y float32)
char.go	1742	(e *Explod)	setAllPosZ	func (e *Explod) setAllPosZ(z float32)
char.go	1746	(e *Explod)	setBind	func (e *Explod) setBind(bId int32)
char.go	1754	(e *Explod)	setPos	func (e *Explod) setPos(c *Char)
char.go	1836	(e *Explod)	matchId	func (e *Explod) matchId(eid, pid int32)
char.go	1840	(e *Explod)	setAnim	func (e *Explod) setAnim()
char.go	1880	(e *Explod)	setAnimElem	func (e *Explod) setAnimElem()
char.go	1898	(e *Explod)	update	func (e *Explod) update()
char.go	2245	(e *Explod)	Interpolate	func (e *Explod) Interpolate(act bool, scale *[2]float32, alpha *[2]int32, anglerot *[3]float32, fLength *float32, xshear *float32)
char.go	2282	(e *Explod)	resetInterpolation	func (e *Explod) resetInterpolation(pfd *PalFXDef)
char.go	2310	(e *Explod)	trueFacing	func (e *Explod) trueFacing()
char.go	2394		newProjectile	func newProjectile()
char.go	2398	(p *Projectile)	clear	func (p *Projectile) clear()
char.go	2404	(p *Projectile)	initFromChar	func (p *Projectile) initFromChar(c *Char)
char.go	2464	(p *Projectile)	setAllPos	func (p *Projectile) setAllPos(pos [3]float32)
char.go	2471	(p *Projectile)	isActive	func (p *Projectile) isActive()
char.go	2475	(p *Projectile)	paused	func (p *Projectile) paused()
char.go	2488	(p *Projectile)	update	func (p *Projectile) update()
char.go	2611	(p *Projectile)	flagProjCancel	func (p *Projectile) flagProjCancel()
char.go	2623	(p *Projectile)	cancelHits	func (p *Projectile) cancelHits(opp *Projectile)
char.go	2644	(p *Projectile)	tradeDetection	func (p *Projectile) tradeDetection(playerNo, index int)
char.go	2727	(p *Projectile)	tick	func (p *Projectile) tick()
char.go	2766	(p *Projectile)	cueDraw	func (p *Projectile) cueDraw()
char.go	2906	(p *Projectile)	root	func (p *Projectile) root()
char.go	2910	(p *Projectile)	owner	func (p *Projectile) owner()
char.go	2915	(p *Projectile)	warnChar	func (p *Projectile) warnChar()
char.go	2945		loadMovelists	func loadMovelists(def string, is IniSection)
char.go	3027		newCharGlobalInfo	func newCharGlobalInfo()
char.go	3064	(ss *StateState)	changeStateType	func (ss *StateState) changeStateType(t StateType)
char.go	3069	(ss *StateState)	changeMoveType	func (ss *StateState) changeMoveType(t MoveType)
char.go	3074	(ss *StateState)	clear	func (ss *StateState) clear()
char.go	3105	(ss *StateState)	clearHitPauseExecutionToggleFlags	func (ss *StateState) clearHitPauseExecutionToggleFlags()
char.go	3337		newChar	func newChar(n, idx int)
char.go	3343	(c *Char)	warn	func (c *Char) warn()
char.go	3347	(c *Char)	panic	func (c *Char) panic(msg string)
char.go	3356	(c *Char)	init	func (c *Char) init(n int, idx int)
char.go	3418	(c *Char)	clearState	func (c *Char) clearState()
char.go	3446	(c *Char)	clsnOverlapTrigger	func (c *Char) clsnOverlapTrigger(box1, pid, box2 int32)
char.go	3457	(c *Char)	addChild	func (c *Char) addChild(ch *Char)
char.go	3471	(c *Char)	enemyNearP2Clear	func (c *Char) enemyNearP2Clear()
char.go	3477	(c *Char)	prepareNextRound	func (c *Char) prepareNextRound()
char.go	3524	(c *Char)	gi	func (c *Char) gi()
char.go	3529	(c *Char)	stOgi	func (c *Char) stOgi()
char.go	3539	(c *Char)	stWgi	func (c *Char) stWgi()
char.go	3548	(c *Char)	si	func (c *Char) si()
char.go	3552	(c *Char)	ocd	func (c *Char) ocd()
char.go	3566	(c *Char)	applyMapOverrides	func (c *Char) applyMapOverrides()
char.go	3580	(c *Char)	resetModifyPlayer	func (c *Char) resetModifyPlayer()
char.go	3594	(c *Char)	load	func (c *Char) load(def string)
char.go	4233	(c *Char)	loadPalettes	func (c *Char) loadPalettes()
char.go	4391	(c *Char)	loadFx	func (c *Char) loadFx(def string)
char.go	4463	(c *Char)	clearHitCount	func (c *Char) clearHitCount()
char.go	4469	(c *Char)	clearMoveHit	func (c *Char) clearMoveHit()
char.go	4476	(c *Char)	clearHitDef	func (c *Char) clearHitDef()
char.go	4481	(c *Char)	changeAnimEx	func (c *Char) changeAnimEx(animNo int32, animPlayerNo int, spritePlayerNo int, ffx string)
char.go	4523	(c *Char)	changeAnim	func (c *Char) changeAnim(animNo int32, animPlayerNo int, spritePlayerNo int, ffx string)
char.go	4551	(c *Char)	changeAnim2	func (c *Char) changeAnim2(animNo int32, animPlayerNo int, ffx string)
char.go	4560	(c *Char)	setAnimElem	func (c *Char) setAnimElem(elem, elemtime int32)
char.go	4588	(c *Char)	setAnimElemTo	func (c *Char) setAnimElemTo(anim *Animation, animelem *int32)
char.go	4607	(c *Char)	validatePlayerNo	func (c *Char) validatePlayerNo(pn int, pname, scname string)
char.go	4618	(c *Char)	setCtrl	func (c *Char) setCtrl(ctrl bool)
char.go	4626	(c *Char)	setDizzy	func (c *Char) setDizzy(set bool)
char.go	4634	(c *Char)	setGuardBreak	func (c *Char) setGuardBreak(set bool)
char.go	4642	(c *Char)	scf	func (c *Char) scf(scf SystemCharFlag)
char.go	4646	(c *Char)	setSCF	func (c *Char) setSCF(scf SystemCharFlag)
char.go	4654	(c *Char)	unsetSCF	func (c *Char) unsetSCF(scf SystemCharFlag)
char.go	4662	(c *Char)	csf	func (c *Char) csf(csf CharSpecialFlag)
char.go	4666	(c *Char)	setCSF	func (c *Char) setCSF(csf CharSpecialFlag)
char.go	4670	(c *Char)	unsetCSF	func (c *Char) unsetCSF(csf CharSpecialFlag)
char.go	4674	(c *Char)	asf	func (c *Char) asf(asf AssertSpecialFlag)
char.go	4678	(c *Char)	setASF	func (c *Char) setASF(asf AssertSpecialFlag)
char.go	4682	(c *Char)	unsetASF	func (c *Char) unsetASF(asf AssertSpecialFlag)
char.go	4686	(c *Char)	parent	func (c *Char) parent(log bool)
char.go	4710	(c *Char)	parentExist	func (c *Char) parentExist()
char.go	4714	(c *Char)	root	func (c *Char) root(log bool)
char.go	4727	(c *Char)	stateOwner	func (c *Char) stateOwner()
char.go	4732	(c *Char)	helperTrigger	func (c *Char) helperTrigger(id int32, idx int)
char.go	4765	(c *Char)	getHelperChainIndex	func (c *Char) getHelperChainIndex(idx int32)
char.go	4825	(c *Char)	helperIndexTrigger	func (c *Char) helperIndexTrigger(idx int32)
char.go	4835	(c *Char)	helperIndexExist	func (c *Char) helperIndexExist(id BytecodeValue)
char.go	4842	(c *Char)	indexTrigger	func (c *Char) indexTrigger()
char.go	4864	(c *Char)	targetTrigger	func (c *Char) targetTrigger(id int32, idx int)
char.go	4889	(c *Char)	partner	func (c *Char) partner(n int32, log bool)
char.go	4918	(c *Char)	partnerTag	func (c *Char) partnerTag(n int32)
char.go	4933	(c *Char)	enemy	func (c *Char) enemy(n int32)
char.go	4956	(c *Char)	enemyNearTrigger	func (c *Char) enemyNearTrigger(n int32)
char.go	4969	(c *Char)	p2	func (c *Char) p2()
char.go	4981	(c *Char)	playerIDTrigger	func (c *Char) playerIDTrigger(id int32, log bool)
char.go	4991	(c *Char)	playerIndexTrigger	func (c *Char) playerIndexTrigger(idx int32)
char.go	5001	(c *Char)	playerTrigger	func (c *Char) playerTrigger(pn int, log bool)
char.go	5011	(c *Char)	isEnemyOf	func (c *Char) isEnemyOf(e *Char)
char.go	5034	(c *Char)	getAILevel	func (c *Char) getAILevel()
char.go	5044	(c *Char)	setAILevel	func (c *Char) setAILevel(level float32)
char.go	5058	(c *Char)	alive	func (c *Char) alive()
char.go	5064	(c *Char)	activelyFighting	func (c *Char) activelyFighting()
char.go	5071	(c *Char)	animElemNo	func (c *Char) animElemNo(time int32)
char.go	5078	(c *Char)	animElemTime	func (c *Char) animElemTime(elem int32)
char.go	5088	(c *Char)	animExist	func (c *Char) animExist(anim BytecodeValue)
char.go	5102	(c *Char)	selfAnimExist	func (c *Char) selfAnimExist(anim BytecodeValue)
char.go	5109	(c *Char)	animTime	func (c *Char) animTime()
char.go	5117	(c *Char)	updateCurFrame	func (c *Char) updateCurFrame()
char.go	5125	(c *Char)	backEdge	func (c *Char) backEdge()
char.go	5132	(c *Char)	backEdgeBodyDist	func (c *Char) backEdgeBodyDist()
char.go	5146	(c *Char)	backEdgeDist	func (c *Char) backEdgeDist()
char.go	5153	(c *Char)	bottomEdge	func (c *Char) bottomEdge()
char.go	5157	(c *Char)	botBoundBodyDist	func (c *Char) botBoundBodyDist()
char.go	5161	(c *Char)	botBoundDist	func (c *Char) botBoundDist()
char.go	5165	(c *Char)	canRecover	func (c *Char) canRecover()
char.go	5169	(c *Char)	comboCount	func (c *Char) comboCount()
char.go	5176	(c *Char)	command	func (c *Char) command(pn, i int)
char.go	5211	(c *Char)	commandByName	func (c *Char) commandByName(name string)
char.go	5219	(c *Char)	assertCommand	func (c *Char) assertCommand(name string, time int32)
char.go	5251	(c *Char)	constp	func (c *Char) constp(coordinate, value float32)
char.go	5255	(c *Char)	ctrl	func (c *Char) ctrl()
char.go	5260	(c *Char)	drawgame	func (c *Char) drawgame()
char.go	5264	(c *Char)	frontEdge	func (c *Char) frontEdge()
char.go	5271	(c *Char)	frontEdgeBodyDist	func (c *Char) frontEdgeBodyDist()
char.go	5284	(c *Char)	frontEdgeDist	func (c *Char) frontEdgeDist()
char.go	5291	(c *Char)	gameHeight	func (c *Char) gameHeight()
char.go	5295	(c *Char)	gameWidth	func (c *Char) gameWidth()
char.go	5300	(c *Char)	getPlayerID	func (c *Char) getPlayerID(pn int)
char.go	5308	(c *Char)	runOrderTrigger	func (c *Char) runOrderTrigger()
char.go	5319	(c *Char)	powerOwner	func (c *Char) powerOwner()
char.go	5330	(c *Char)	getPower	func (c *Char) getPower()
char.go	5334	(c *Char)	hitDefAttr	func (c *Char) hitDefAttr(attr int32)
char.go	5338	(c *Char)	hitOver	func (c *Char) hitOver()
char.go	5342	(c *Char)	hitShakeOver	func (c *Char) hitShakeOver()
char.go	5346	(c *Char)	isHelper	func (c *Char) isHelper(id int32, idx int)
char.go	5406	(c *Char)	isPlayerType	func (c *Char) isPlayerType()
char.go	5410	(c *Char)	isHost	func (c *Char) isHost()
char.go	5438	(c *Char)	jugglePoints	func (c *Char) jugglePoints(id int32)
char.go	5453	(c *Char)	leftEdge	func (c *Char) leftEdge()
char.go	5457	(c *Char)	lose	func (c *Char) lose()
char.go	5464	(c *Char)	loseKO	func (c *Char) loseKO()
char.go	5468	(c *Char)	loseTime	func (c *Char) loseTime()
char.go	5472	(c *Char)	moveContact	func (c *Char) moveContact()
char.go	5479	(c *Char)	moveCountered	func (c *Char) moveCountered()
char.go	5486	(c *Char)	moveGuarded	func (c *Char) moveGuarded()
char.go	5493	(c *Char)	moveHit	func (c *Char) moveHit()
char.go	5500	(c *Char)	moveReversed	func (c *Char) moveReversed()
char.go	5507	(c *Char)	numEnemy	func (c *Char) numEnemy()
char.go	5520	(c *Char)	numExplod	func (c *Char) numExplod(eid BytecodeValue)
char.go	5532	(c *Char)	numPlayer	func (c *Char) numPlayer()
char.go	5548	(c *Char)	numText	func (c *Char) numText(textid BytecodeValue)
char.go	5560	(c *Char)	explodVar	func (c *Char) explodVar(eid BytecodeValue, idx BytecodeValue, vtype OpCode)
char.go	5648	(c *Char)	soundVar	func (c *Char) soundVar(chid BytecodeValue, vtype OpCode)
char.go	5750	(c *Char)	numHelper	func (c *Char) numHelper(hid BytecodeValue)
char.go	5767	(c *Char)	numPartner	func (c *Char) numPartner()
char.go	5774	(c *Char)	numProj	func (c *Char) numProj()
char.go	5781	(c *Char)	numProjID	func (c *Char) numProjID(pid BytecodeValue)
char.go	5799	(c *Char)	numTarget	func (c *Char) numTarget(hid BytecodeValue)
char.go	5816	(c *Char)	palfxvar	func (c *Char) palfxvar(x int32)
char.go	5848	(c *Char)	palfxvar2	func (c *Char) palfxvar2(x int32)
char.go	5866	(c *Char)	pauseTimeTrigger	func (c *Char) pauseTimeTrigger()
char.go	5877	(c *Char)	canOwnProjectiles	func (c *Char) canOwnProjectiles()
char.go	5881	(c *Char)	projTimeTrigger	func (c *Char) projTimeTrigger(pid BytecodeValue, match func(ProjContact)
char.go	5894	(c *Char)	projCancelTime	func (c *Char) projCancelTime(pid BytecodeValue)
char.go	5900	(c *Char)	projContactTime	func (c *Char) projContactTime(pid BytecodeValue)
char.go	5906	(c *Char)	projGuardedTime	func (c *Char) projGuardedTime(pid BytecodeValue)
char.go	5912	(c *Char)	projHitTime	func (c *Char) projHitTime(pid BytecodeValue)
char.go	5918	(c *Char)	reversalDefAttr	func (c *Char) reversalDefAttr(attr int32)
char.go	5922	(c *Char)	rightEdge	func (c *Char) rightEdge()
char.go	5926	(c *Char)	roundsExisted	func (c *Char) roundsExisted()
char.go	5933	(c *Char)	roundsWon	func (c *Char) roundsWon()
char.go	5943	(c *Char)	screenPosX	func (c *Char) screenPosX()
char.go	5947	(c *Char)	screenPosY	func (c *Char) screenPosY()
char.go	5951	(c *Char)	screenHeight	func (c *Char) screenHeight()
char.go	5962	(c *Char)	screenWidth	func (c *Char) screenWidth()
char.go	5966	(c *Char)	selfStatenoExist	func (c *Char) selfStatenoExist(stateno BytecodeValue)
char.go	5976	(c *Char)	stageFrontEdgeDist	func (c *Char) stageFrontEdgeDist()
char.go	5989	(c *Char)	stageBackEdgeDist	func (c *Char) stageBackEdgeDist()
char.go	6002	(c *Char)	teamLeader	func (c *Char) teamLeader()
char.go	6009	(c *Char)	teamSize	func (c *Char) teamSize()
char.go	6026	(c *Char)	getTeamOrder	func (c *Char) getTeamOrder()
char.go	6051	(c *Char)	updateTeamOrder	func (c *Char) updateTeamOrder(team []int)
char.go	6068	(c *Char)	changeTagOrder	func (c *Char) changeTagOrder(targetMN int)
char.go	6096	(c *Char)	changeTagLeader	func (c *Char) changeTagLeader(nextLeaderPN int)
char.go	6164	(c *Char)	topEdge	func (c *Char) topEdge()
char.go	6168	(c *Char)	topBoundBodyDist	func (c *Char) topBoundBodyDist()
char.go	6172	(c *Char)	topBoundDist	func (c *Char) topBoundDist()
char.go	6176	(c *Char)	win	func (c *Char) win()
char.go	6183	(c *Char)	winKO	func (c *Char) winKO()
char.go	6187	(c *Char)	winTime	func (c *Char) winTime()
char.go	6191	(c *Char)	winPerfect	func (c *Char) winPerfect()
char.go	6195	(c *Char)	winClutch	func (c *Char) winClutch()
char.go	6199	(c *Char)	winType	func (c *Char) winType(wt WinType)
char.go	6205	(c *Char)	getOwnChannels	func (c *Char) getOwnChannels(chNo int32)
char.go	6308	(c *Char)	autoTurn	func (c *Char) autoTurn()
char.go	6326	(c *Char)	updateFBFlip	func (c *Char) updateFBFlip()
char.go	6352	(c *Char)	shouldFaceP2	func (c *Char) shouldFaceP2()
char.go	6379	(c *Char)	stateChange1	func (c *Char) stateChange1(no int32, pn int)
char.go	6495	(c *Char)	persistentChangeStateHitpauseCorrection	func (c *Char) persistentChangeStateHitpauseCorrection(sbc *StateBytecode)
char.go	6519	(c *Char)	stateChange2	func (c *Char) stateChange2()
char.go	6542	(c *Char)	changeStateEx	func (c *Char) changeStateEx(no int32, pn int, anim, ctrl int32, ffx string)
char.go	6573	(c *Char)	changeState	func (c *Char) changeState(no, anim, ctrl int32, ffx string)
char.go	6577	(c *Char)	selfState	func (c *Char) selfState(no, anim, readplayerid, ctrl int32, ffx string)
char.go	6587	(c *Char)	destroy	func (c *Char) destroy()
char.go	6633	(c *Char)	destroySelf	func (c *Char) destroySelf(recursive, removeexplods, removetexts bool)
char.go	6664	(c *Char)	newHelper	func (c *Char) newHelper()
char.go	6722	(c *Char)	helperInit	func (c *Char) helperInit(h *Char, st int32, pt PosType, pos [3]float32, facing int32, rp [2]int32)
char.go	6819	(c *Char)	spawnExplod	func (c *Char) spawnExplod()
char.go	6837	(c *Char)	getMultipleExplods	func (c *Char) getMultipleExplods(id int32, idx int, log bool)
char.go	6870	(c *Char)	getSingleExplod	func (c *Char) getSingleExplod(id int32, idx int, log bool)
char.go	6887	(c *Char)	explodDrawPal	func (c *Char) explodDrawPal(e *Explod)
char.go	6895	(c *Char)	commitExplod	func (c *Char) commitExplod(i int)
char.go	6966	(c *Char)	explodBindTime	func (c *Char) explodBindTime(id, time int32)
char.go	6976	(c *Char)	removeExplod	func (c *Char) removeExplod(id, idx int32)
char.go	7003	(c *Char)	spawnText	func (c *Char) spawnText()
char.go	7021	(c *Char)	getMultipleTexts	func (c *Char) getMultipleTexts(id int32, idx int, log bool)
char.go	7054	(c *Char)	removeText	func (c *Char) removeText(id, index int32)
char.go	7085	(c *Char)	getAnimSprite	func (c *Char) getAnimSprite(animNo int32, animPlayerNo, spritePlayerNo int, ffx string, ownpal bool)
char.go	7100	(c *Char)	getSelfAnimSprite	func (c *Char) getSelfAnimSprite(animNo int32, ffx string, ownpal bool)
char.go	7107	(c *Char)	getShadowReflectionSprite	func (c *Char) getShadowReflectionSprite(animNo int32, animPlayerNo, spritePlayerNo int, ffx string, ownpal bool, scname string)
char.go	7127	(c *Char)	getAnim	func (c *Char) getAnim(n int32, ffx string)
char.go	7186	(c *Char)	animSpriteSetup	func (c *Char) animSpriteSetup(a *Animation, spritePN int, ffx string, ownpal bool)
char.go	7251	(c *Char)	posReset	func (c *Char) posReset()
char.go	7268	(c *Char)	setPosX	func (c *Char) setPosX(x float32, all bool)
char.go	7286	(c *Char)	setPosY	func (c *Char) setPosY(y float32, all bool)
char.go	7294	(c *Char)	setPosZ	func (c *Char) setPosZ(z float32, all bool)
char.go	7310	(c *Char)	addX	func (c *Char) addX(x float32)
char.go	7314	(c *Char)	addY	func (c *Char) addY(y float32)
char.go	7318	(c *Char)	addZ	func (c *Char) addZ(z float32)
char.go	7322	(c *Char)	hitAdd	func (c *Char) hitAdd(h int32)
char.go	7357	(c *Char)	spawnProjectile	func (c *Char) spawnProjectile()
char.go	7457	(c *Char)	projDrawPal	func (c *Char) projDrawPal(p *Projectile)
char.go	7465	(c *Char)	getMultipleProjs	func (c *Char) getMultipleProjs(id int32, idx int, log bool)
char.go	7508	(c *Char)	getSingleProj	func (c *Char) getSingleProj(id int32, idx int, log bool)
char.go	7525	(c *Char)	baseWidthFront	func (c *Char) baseWidthFront()
char.go	7539	(c *Char)	baseWidthBack	func (c *Char) baseWidthBack()
